Size,Speedup,Mean Total Time (s),Median Total Time (s),Mean Total CPU Time (ms),Median Total CPU Time (ms)
500,2.25,0.00174,0.002,6.50026,6.5275
1000,3.8,0.00472,0.005,15.86548,16.082
1500,3.833333,0.01194,0.012,34.57906,34.531
2000,4.631579,0.01894,0.019,55.16356,55.3765
2500,4.564516,0.03142,0.031,89.01912,88.6295
3000,4.654762,0.04284,0.042,124.61642,123.883
