Size,Speedup,Mean Total Time (s),Median Total Time (s),Mean Total CPU Time (ms),Median Total CPU Time (ms)
500,0.666667,0.00612,0.006,26.64446,26.3245
1000,1.666667,0.01248,0.012,59.0161,59.065
1500,2.35,0.01978,0.02,92.98194,93.2235
2000,3.537037,0.02656,0.027,131.08852,129.7595
2500,5.0,0.0395,0.039,209.77592,210.799
3000,5.815126,0.05842,0.0595,332.63974,333.1135
