Size,Speedup,Mean Total Time (s),Median Total Time (s),Mean Total CPU Time (ms),Median Total CPU Time (ms)
500,0.421053,0.00954,0.0095,46.6475,46.946
1000,1.176471,0.01716,0.017,103.6643,103.999
1500,1.807692,0.02562,0.026,169.90954,171.422
2000,2.728571,0.03518,0.035,252.61776,252.1665
2500,3.75,0.05244,0.052,409.81514,405.369
3000,4.907801,0.07066,0.0705,587.96712,588.9685
