Size,Speedup,Mean Total Time (s),Median Total Time (s),Mean Total CPU Time (ms),Median Total CPU Time (ms)
5000,7.775229,0.11576,0.109,672.44136,665.916
7071,7.851415,0.21708,0.212,1335.3376,1349.43
10000,7.603732,0.44772,0.4555,2652.1192,2658.045
14142,8.387154,0.89332,0.8485,5226.9068,5218.765
20000,8.34251,2.08456,2.016,11644.7764,11677.4
