Size,Speedup,Mean Total Time (s),Median Total Time (s),Mean Total CPU Time (ms),Median Total CPU Time (ms)
5000,1.87977,0.69496,0.6945,800.29018,798.9145
7071,1.980155,1.4891,1.4865,2018.024,2018.285
10000,2.050515,3.1477,3.1575,4819.9134,4818.97
14142,2.189771,5.24478,5.23,8338.1552,8265.19
20000,2.270136,14.34154,14.2965,25483.972,25391.85
