Size,Speedup,Mean Total Time (s),Median Total Time (s),Mean Total CPU Time (ms),Median Total CPU Time (ms)
5000,2.64004,0.48906,0.4945,1252.8066,1255.735
7071,3.988482,0.7376,0.738,2515.233,2504.41
10000,5.350826,1.22298,1.21,5899.1314,5893.51
14142,5.623619,2.03712,2.0365,12117.214,12109.05
20000,7.428473,4.36558,4.369,37737.946,37282.55
