Size,Speedup,Mean Total Time (s),Median Total Time (s),Mean Total CPU Time (ms),Median Total CPU Time (ms)
5000,2.380128,0.55058,0.5485,1037.15784,1033.485
7071,2.401877,1.23112,1.2255,2323.999,2313.445
10000,2.344135,2.77438,2.762,5220.6496,5195.355
14142,2.494555,4.59906,4.591,8509.1562,8495.86
20000,2.358048,13.6906,13.7635,25767.08,25880.95
