Size,Speedup,Mean Total Time (s),Median Total Time (s),Mean Total CPU Time (ms),Median Total CPU Time (ms)
5000,7.121849,0.12006,0.119,1124.89552,1090.665
7071,7.617849,0.21972,0.2185,1846.4782,1871.155
10000,8.305755,0.42686,0.417,3132.8016,3125.54
14142,8.929109,0.82872,0.797,5541.291,5608.14
20000,8.305432,2.12874,2.025,11883.486,11820.75
