Size,Speedup,Mean Total Time (s),Median Total Time (s),Mean Total CPU Time (ms),Median Total CPU Time (ms)
5000,0.970993,1.35212,1.3445,994.90622,987.1855
7071,1.076825,2.73266,2.7335,2227.905,2243.375
10000,1.125511,5.76456,5.7525,5083.9212,5072.57
14142,1.20331,9.5256,9.5175,8593.6552,8606.3
20000,1.2268,26.5247,26.455,25306.558,25232.8
