Size,Speedup,Mean Total Time (s),Median Total Time (s),Mean Total CPU Time (ms),Median Total CPU Time (ms)
5000,7.0625,0.1146,0.12,1126.87982,1073.19
7071,7.365044,0.22844,0.226,1842.4498,1795.05
10000,8.026651,0.4352,0.4315,3143.414,3140.29
14142,8.299125,0.85642,0.8575,5550.963,5557.56
20000,8.311589,1.99354,2.0235,11938.664,11913.7
