Size,Speedup,Mean Total Time (s),Median Total Time (s),Mean Total CPU Time (ms),Median Total CPU Time (ms)
5000,2.428837,0.53844,0.5375,1035.73,1034.11
7071,2.50724,1.1693,1.174,2284.015,2289.1
10000,2.629239,2.49532,2.4625,4891.9066,4831.84
14142,2.158406,5.28214,5.306,10313.4936,10331.5
20000,2.617972,12.40996,12.397,24295.022,24332.9
