Size,Speedup,Mean Total Time (s),Median Total Time (s),Mean Total CPU Time (ms),Median Total CPU Time (ms)
5000,1.31206,0.98824,0.995,988.57294,995.502
7071,1.334316,2.22036,2.206,2220.6258,2206.43
10000,1.289227,5.03828,5.022,5038.2406,5021.795
14142,1.401089,8.16596,8.174,8165.3772,8173.48
20000,1.324072,24.6325,24.5115,24630.202,24509.0
