Size,Speedup,Mean Total Time (s),Median Total Time (s),Mean Total CPU Time (ms),Median Total CPU Time (ms)
5000,7.747774,0.16962,0.1685,1120.2843,1118.125
7071,8.245098,0.3605,0.357,2500.3388,2504.25
10000,8.609707,0.75768,0.752,5395.6368,5406.51
14142,7.209632,1.59044,1.5885,11453.134,11395.5
20000,8.550916,3.79482,3.7955,27844.104,27840.4
