Size,Speedup,Mean Total Time (s),Median Total Time (s),Mean Total CPU Time (ms),Median Total CPU Time (ms)
5000,3.969555,0.21358,0.2135,372.91244,372.6185
7071,4.150873,0.4195,0.401,739.68428,721.808
10000,4.110979,0.84512,0.8425,1491.6238,1483.67
14142,4.16901,1.7525,1.707,3090.4482,3092.395
20000,4.081665,4.11884,4.1205,7109.606,7077.07
