Size,Speedup,Mean Total Time (s),Median Total Time (s),Mean Total CPU Time (ms),Median Total CPU Time (ms)
5000,1.273659,1.0226,1.025,1014.04146,1016.32
7071,1.300133,2.2638,2.264,2248.6812,2253.335
10000,1.34117,4.81806,4.8275,4800.755,4813.13
14142,1.124503,10.15716,10.1845,10124.4164,10153.3
20000,1.347631,24.16778,24.083,24124.004,24045.45
