suc: 50
fail: 5
total: 55
1000				2137				0.032000				31.865000
1000				2137				0.032000				31.753000
1000				2136				0.021000				20.683000
1000				2136				0.021000				20.693000
1000				2136				0.021000				20.672000
1000				2136				0.020000				20.720000
1000				2136				0.021000				20.653000
1000				2136				0.021000				20.764000
1000				2136				0.020000				20.746000
1000				2136				0.021000				20.749000
1000				2136				0.021000				20.743000
1000				2136				0.021000				20.792000
1000				2136				0.020000				20.697000
1000				2136				0.021000				20.745000
1000				2136				0.020000				20.675000
1000				2136				0.021000				20.719000
1000				2136				0.020000				20.671000
1000				2136				0.021000				20.720000
1000				2136				0.020000				20.642000
1000				2136				0.021000				20.766000
1000				2136				0.021000				20.695000
1000				2136				0.021000				20.789000
1000				2136				0.021000				20.711000
1000				2136				0.021000				20.750000
1000				2136				0.021000				20.720000
1000				2136				0.021000				20.778000
1000				2136				0.021000				20.656000
1000				2136				0.021000				20.747000
1000				2158				0.036000				36.146000
1000				2158				0.036000				36.098000
1000				2158				0.036000				36.084000
1000				2158				0.036000				36.058000
1000				2158				0.036000				36.150000
1000				2158				0.036000				35.963000
1000				2158				0.037000				35.989000
1000				2158				0.036000				36.002000
1000				2158				0.036000				35.940000
1000				2158				0.036000				36.164000
1000				2158				0.036000				36.033000
1000				2158				0.036000				35.906000
1000				2158				0.036000				36.099000
1000				2158				0.036000				36.009000
1000				2158				0.036000				35.983000
1000				2158				0.036000				36.087000
1000				2158				0.036000				36.069000
1000				2158				0.037000				36.155000
1000				2158				0.036000				36.163000
1000				2158				0.037000				36.169000
1000				2164				0.021000				20.861000
1000				2164				0.021000				20.795000
