Size,Speedup,Mean Total Time (s),Median Total Time (s),Mean Total CPU Time (ms),Median Total CPU Time (ms)
2500,5.757576,0.0325,0.033,201.49616,203.569
5000,6.066351,0.20938,0.211,1234.6746,1246.895
7500,6.093976,0.41672,0.415,2287.5928,2275.605
10000,6.494366,1.02662,1.0205,5938.1932,5887.065
12500,6.268461,1.52186,1.5235,8462.6352,8481.8
15000,6.328244,2.6066,2.62,14969.708,15062.3
17500,6.010814,3.0135,3.0055,16375.826,16298.6
20000,6.456956,4.99842,5.0355,29459.724,29718.8
