Size,Speedup,Mean Total Time (s),Median Total Time (s),Mean Total CPU Time (ms),Median Total CPU Time (ms)
2500,7.722222,0.02034,0.018,314.12416,283.036
5000,6.720588,0.10602,0.102,1056.04554,1050.205
7500,6.783613,0.23846,0.238,2002.4896,2000.625
10000,7.22818,0.41584,0.401,3152.2254,3160.105
12500,7.312893,0.65376,0.636,4475.7038,4459.44
15000,7.330033,0.94724,0.909,6158.536,6137.315
17500,6.805405,1.64402,1.5725,9333.6522,9322.92
20000,6.969786,2.06296,2.0355,11976.992,11831.55
