Size,Speedup,Mean Total Time (s),Median Total Time (s),Mean Total CPU Time (ms),Median Total CPU Time (ms)
2500,2.146893,0.08844,0.0885,168.69722,168.8345
5000,2.257496,0.5685,0.567,1073.40546,1070.54
7500,2.45534,1.0372,1.03,1920.8596,1905.75
10000,2.41395,2.76366,2.7455,5189.5102,5153.58
12500,2.340973,4.08872,4.0795,7582.916,7566.09
15000,2.360983,7.0448,7.0225,13241.704,13205.0
17500,2.446905,7.37618,7.383,13642.418,13651.55
20000,2.414257,13.6382,13.4675,25678.078,25312.55
