Size,Speedup,Mean Total Time (s),Median Total Time (s),Mean Total CPU Time (ms),Median Total CPU Time (ms)
2500,0.827887,0.23198,0.2295,111.9412,111.778
5000,0.96024,1.33414,1.333,987.9316,983.5555
7500,1.039671,2.42284,2.4325,1908.4338,1913.81
10000,1.151607,5.78984,5.755,5103.5858,5099.39
12500,1.16684,8.16306,8.1845,7340.905,7372.81
15000,1.184836,14.11746,13.9935,13136.552,13112.85
17500,1.198653,15.1605,15.0715,14018.766,13969.65
20000,1.236862,26.23222,26.2875,25010.406,25060.6
