Size,Speedup,Mean Total Time (s),Median Total Time (s),Mean Total CPU Time (ms),Median Total CPU Time (ms)
2500,0.430341,0.333,0.323,187.30688,180.3365
5000,0.586399,1.21336,1.169,681.75082,659.44
7500,0.667149,2.45882,2.42,1414.90998,1371.585
10000,0.741589,3.95332,3.9085,2315.1986,2281.855
12500,0.784383,6.08834,5.9295,3608.77,3519.685
15000,0.815545,8.45082,8.17,5050.6664,4896.76
17500,0.810137,13.75576,13.2095,8164.3866,7858.125
20000,0.791354,17.49004,17.9275,10484.449,10588.5
