Size,Speedup,Mean Total Time (s),Median Total Time (s),Mean Total CPU Time (ms),Median Total CPU Time (ms)
2500,3.877551,0.04894,0.049,160.84436,162.539
5000,4.571429,0.27936,0.28,1030.95072,1031.8
7500,3.803008,0.66142,0.665,2481.654,2503.9
10000,4.702022,1.40206,1.4095,5291.9986,5340.075
12500,4.111063,2.30952,2.323,8642.0386,8708.19
15000,4.649467,3.57336,3.566,13504.358,13498.55
17500,3.810483,4.72428,4.741,18001.726,18019.55
20000,4.762909,6.8214,6.8265,25910.076,26049.15
