Size,Speedup,Mean Total Time (s),Median Total Time (s),Mean Total CPU Time (ms),Median Total CPU Time (ms)
2500,0.761523,0.24996,0.2495,398.79322,396.467
5000,2.703273,0.46804,0.4735,1215.144,1221.83
7500,3.507628,0.72104,0.721,2370.19,2382.765
10000,5.527523,1.20126,1.199,5755.7954,5763.805
12500,5.664294,1.68124,1.686,9364.5008,9348.525
15000,6.54689,2.52634,2.5325,17146.056,17096.2
17500,6.160443,2.9666,2.9325,21791.75,21710.95
20000,7.471906,4.39286,4.3515,37495.866,37512.55
