Size,Speedup,Mean Total Time (s),Median Total Time (s),Mean Total CPU Time (ms),Median Total CPU Time (ms)
2500,1.386861,0.1354,0.137,135.84412,137.6625
5000,1.297516,0.9838,0.9865,984.18244,987.0175
7500,1.399557,1.81852,1.807,1818.789,1807.43
10000,1.360324,4.88318,4.872,4883.1446,4872.175
12500,1.346588,7.1049,7.092,7104.5506,7092.005
15000,1.293897,12.79746,12.814,12796.662,12813.25
17500,1.2915,13.87528,13.988,13874.326,13987.2
20000,1.043202,30.35366,31.1675,30343.438,31158.6
