Size,Speedup,Mean Total Time (s),Median Total Time (s),Mean Total CPU Time (ms),Median Total CPU Time (ms)
2500,4.483871,0.031,0.031,195.17602,199.1495
5000,7.140625,0.10052,0.096,653.19158,644.873
7500,6.671488,0.24716,0.242,1513.936,1531.075
10000,6.836085,0.45166,0.424,2649.1334,2640.52
12500,7.177469,0.6825,0.648,4098.8684,4064.42
15000,6.854938,0.9748,0.972,5867.3916,5875.39
17500,7.199125,1.56586,1.4865,8924.5312,9007.88
20000,7.63563,1.99574,1.858,11527.263,11432.5
