Size,Speedup,Mean Total Time (s),Median Total Time (s),Mean Total CPU Time (ms),Median Total CPU Time (ms)
2500,0.1112,1.27136,1.25,1419.13746,1394.86
5000,0.223508,3.2258,3.067,3714.3116,3537.02
7500,0.295777,5.32798,5.4585,6278.4978,6439.585
10000,0.411164,7.04264,7.0495,8497.1508,8523.325
12500,0.506893,9.79168,9.1755,12058.6496,11343.7
15000,0.563729,12.16372,11.8195,15148.7302,14799.85
17500,0.607988,17.3911,17.6015,21967.916,22165.55
20000,0.679243,22.31756,20.8865,28202.7,26620.45
