Size,Speedup,Mean Total Time (s),Median Total Time (s),Mean Total CPU Time (ms),Median Total CPU Time (ms)
2500,0.047263,2.99924,2.941,3291.1412,3226.6
5000,0.092786,7.91898,7.388,8853.991,8277.49
7500,0.13666,12.03264,11.814,13745.7858,13484.85
10000,0.181616,16.4548,15.9595,19157.6394,18601.85
12500,0.235601,20.549286,19.741,24622.208163,23816.3
15000,0.236591,27.90746,28.1625,33963.452,34321.8
17500,0.300313,37.83266,35.6345,47666.078,45673.2
20000,0.352074,42.44546,40.2955,54717.832,52595.05
