Size,Speedup,Mean Total Time (s),Median Total Time (s),Mean Total CPU Time (ms),Median Total CPU Time (ms)
2500,1.928934,0.09854,0.0985,83.88032,85.084
5000,3.261146,0.39616,0.3925,624.36682,624.5015
7500,3.5125,0.7221,0.72,1325.505,1322.99
10000,3.91812,1.68052,1.6915,4164.958,4176.74
12500,3.885273,2.44622,2.458,6375.8422,6378.335
15000,4.09585,4.06258,4.048,11774.722,11825.3
17500,4.187645,4.365,4.314,12612.274,12561.2
20000,4.261058,7.6529,7.6305,24348.04,24164.75
