Size,Speedup,Mean Total Time (s),Median Total Time (s),Mean Total CPU Time (ms),Median Total CPU Time (ms)
2500,6.177778,0.02488,0.0225,366.48846,353.555
5000,6.49763,0.11192,0.1055,1100.87652,1077.95
7500,6.671488,0.24376,0.242,1982.7116,1977.27
10000,6.828033,0.42824,0.4245,3123.0152,3147.66
12500,6.854827,0.6955,0.6785,4563.9438,4550.91
15000,7.326003,0.93898,0.9095,6101.4872,6099.95
17500,7.431597,1.52836,1.44,9079.2238,9090.19
20000,7.20518,2.0467,1.969,11955.038,11935.75
