Size,Speedup,Mean Total Time (s),Median Total Time (s),Mean Total CPU Time (ms),Median Total CPU Time (ms)
2500,2.895833,0.05012,0.048,87.49112,85.638
5000,3.210773,0.21154,0.2135,370.17438,367.6715
7500,3.656852,0.45854,0.4415,816.54462,794.424
10000,3.390058,0.85366,0.855,1515.0516,1528.47
12500,3.55717,1.29322,1.3075,2305.8634,2306.425
15000,3.39949,1.93754,1.96,3439.7086,3511.915
17500,3.552955,3.13858,3.012,5486.6684,5376.025
20000,3.555194,4.10444,3.9905,7140.9222,7040.985
