Size,Speedup,Mean Total Time (s),Median Total Time (s),Mean Total CPU Time (ms),Median Total CPU Time (ms)
2500,2.345679,0.08034,0.081,147.02574,147.7145
5000,2.440419,0.52592,0.5245,1012.0247,1008.235
7500,2.056934,1.23218,1.2295,2395.5864,2395.25
10000,2.556413,2.59036,2.5925,5048.6782,5062.05
12500,2.280053,4.19616,4.1885,8140.5408,8153.36
15000,2.458482,6.7614,6.744,13133.43,13099.2
17500,1.991786,9.10626,9.07,17824.74,17829.95
20000,2.56369,12.76806,12.6825,24979.372,24785.2
