Size,Speedup,Mean Total Time (s),Median Total Time (s),Mean Total CPU Time (ms),Median Total CPU Time (ms)
2500,5.148148,0.02772,0.027,84.0395,84.4635
5000,5.096654,0.14552,0.1345,392.47778,382.6865
7500,5.14992,0.31326,0.3135,864.93816,865.42
10000,5.049652,0.59908,0.574,1588.1594,1583.475
12500,5.173526,0.92038,0.899,2503.6348,2532.62
15000,5.356109,1.28698,1.244,3579.5522,3571.135
17500,5.188606,2.15784,2.0625,5770.278,5796.615
20000,5.134636,2.80712,2.763,7517.7014,7620.32
